dst,reflex18,reflex19,reflex20,reflex21,reflex22,reflex23
17057,2.865189089344711,2.7439659784558836,2.6060804905594934,2.8515391979474827,2.9337567999811425,3.433896483142051
17059,3.360759909518169,3.0307006531679783,3.078568462543148,3.151987038306356,3.194759602147411,3.6900963818311987
17061,3.087310551129027,2.900619431435476,2.810168926852246,3.145539911768513,3.259382708808188,3.536598289873273
17063,3.2389564886561857,3.0584945583653096,2.895508555647245,3.1097907313532756,3.2599918889349606,4.568504227916534
17065,3.182011861722806,2.8695727847866097,2.7678815267622063,2.9171843264859385,2.964103704023447,3.444237626513927
17067,3.411130718243049,3.236439867003815,2.907692407121627,3.3813733948470115,3.4848554030666743,3.9995508931607326
17069,3.9192244326881167,3.536122578990042,3.6837414266395907,3.618558510063054,3.6109258387330674,4.188863622874028
17071,3.074792144718312,2.800970082978509,2.7684740545006217,2.987747155670434,3.0706532881579647,3.6930854990171675
17073,4.117528864292358,4.025680626215601,4.010698039472996,4.5817481248109555,4.688868183811326,4.890082931647431
17075,3.7241106862018976,3.5279403563683274,3.5136626980572183,3.887876051646179,4.145806870033232,4.413559126045619
17077,3.1564825609666936,2.9619183321091787,2.787284731345104,2.9881246680515323,3.088831969191822,3.711505571902683
17079,3.2600318896521947,3.154272654933573,3.0443711731247363,3.389770248363939,3.575732312595649,4.020338018736771
17081,4.987346042253603,4.757174848524989,4.538061558190055,4.993141898641832,5.117014398671877,5.685903952915263
17083,2.7845392463937655,2.4868516418738653,2.4178576422550484,2.5258143870244396,2.6319830861415774,3.139244520788372
17085,3.8605720666924785,3.5558471657098942,3.4421616643982667,3.653653332877513,3.6587008663149194,4.124852285714562
17087,4.070015193837245,3.6782806118346274,3.5264676393270267,3.9253955040793196,4.030047957081499,5.130641010337226
17089,2.6217746363002323,2.489974320509143,2.3971091102655686,2.5702024892861783,2.612115712947894,3.2640401859221004
17091,3.050547904936451,2.8408425764898726,2.618363444542901,2.9349867372535683,3.1202990872412992,3.9099522157393385
17093,2.4090605020895635,2.3244991613767714,2.225233542946736,2.437697174385142,2.515658327571195,3.2584720526989823
17095,4.0570429561532135,3.9071885104342603,3.7492811469344915,4.257220894578269,4.337522536435669,4.56051079215261
17097,2.6152636766434445,2.4414852390864,2.1395157531467435,2.5572438379747933,2.6785713558054414,3.2074215616941824
17099,4.367390544140343,4.239326975975643,4.112358207300203,4.630572377330509,4.745703305989368,4.995011535223908
17101,3.0105938987162015,2.827301054746998,2.7294100206216143,2.9182826223645337,2.959520592701465,3.525850616334002
17103,3.947312856376714,3.8745366650566107,3.7689078959128994,4.376246423759242,4.471119773858082,4.406104579451146
17105,3.7101724878144267,3.6126741013125128,3.4995280731961937,3.9945372456870296,4.11288624484862,4.495392542595707
